"";"ScientificName";"PetioleL";"LeafThickness";"LDMC";"SLA";"MeanDBH";"meanWD";"BarkTh";"RDMC";"RSL";"Dispers";"Deciduousness";"SPAD"
"12";"Pterygota macrocarpa";10,2888888888889;0,255555555555556;616,932222222222;43,3804444444444;252,75;0,49325;1,24555555555556;388,201620329352;0,00503685932924181;"2";"1";54,4
"13";"Lannea welwitschii";9,6;0,315555555555556;418,877777777778;86,2436777777778;234,331018518519;0,405333333333333;0,73;350,679542548862;0,00746623030227362;"3";"1.5";59,8111111111111
"14";"Sterculia rhinopetala";4,82222222222222;0,247777777777778;614,851111111111;10,0508;406,157723577236;0,673;1,19777777777778;562,064931198751;0,00494056375284993;"3";"1";43,1333333333333
"15";"Cola gigantea";10,4666666666667;0,557777777777778;369,787777777778;98,6330333333333;233,115044247788;0,48;1,11111111111111;380,374720159724;0,00258976897610337;"1";"2";48,3888888888889
"16";"Erythrina mildbraedii";11,3;0,281666666666667;428,451666666667;46,9468833333333;480,833333333333;0,289050724637681;1,705;428,324915824916;0,00775659074206349;"1";"1";45,15
"17";"Ficus variifolia";3,03333333333333;0,431111111111111;405,816666666667;22,4050333333333;390,416666666667;0,405534661835749;0,685555555555556;280,005686873128;0,011702153483297;"3";"2";42,2
"18";"Triplochiton scleroxylon";4,54444444444444;0,28;626,785555555556;18,6770666666667;504,110594795539;0,3345;0,812222222222222;402,844237567938;0,00900427914935914;"2";"1";44,8222222222222
"19";"Ricinodendron heudelotii";16,3555555555556;0,0411111111111111;234,861111111111;19,4650333333333;367,083775185578;0,2106;0,825555555555556;256,58624641815;0,198993087005659;"3";"1";51,0577777777778
"20";"Baphia nitida";0,922222222222222;0,0233333333333333;430,833333333333;21,4446222222222;149,611111111111;0,559;0,447777777777778;488,271965661664;0,54109962492521;"3";"2";48,8222222222222
"21";"Trema orientalis";1,25555555555556;0,0433333333333333;356,208888888889;18,5582777777778;124,869565217391;0,345333333333333;0,398888888888889;438,501835028334;0,876885013643918;"3";"2";44,4666666666667
"22";"Newbouldia laevis";12,4333333333333;0,0355555555555556;302,867777777778;16,3890888888889;148,658256880734;0,565745691358025;0,77;312,516716571318;0,462255679412259;"3";"2";51,0888888888889
"23";"Sterculia tragacantha";3,24666666666667;0,05;455,771111111111;13,2178;219,032786885246;0,404821666666667;0,742222222222222;326,934876271718;0,881099872820885;"3";"1";43,4888888888889
"24";"Diospyros viridicans";1,34444444444444;0,0366666666666667;390,473333333333;12,5701666666667;144,507692307692;0,683275126262626;0,48;488,017049441555;0,642233149652126;"3";"2";51,3888888888889
"25";"Trichilia monadelpha";10,2333333333333;0,0344444444444444;376,482222222222;18,1467111111111;164,118421052632;0,481;0,325555555555556;543,466307884984;0,640881680273821;"3";"2";55,5444444444444
"26";"Chrysophyllum africanum";1,68888888888889;0,0288888888888889;505,803333333333;11,1416333333333;447,5;0,609888888888889;0,467777777777778;463,129899871888;0,570370963941508;"3";"2";58,1111111111111
"27";"Holoptelea grandis";1,36666666666667;0,0233333333333333;311,583333333333;20,6897555555556;292,597315436242;0,594333333333333;0,507777777777778;367,104633580246;0,594203918420595;"3";"1";40,6222222222222
"28";"Distemonanthus benthamianus";4,04444444444444;0,0188888888888889;359,831111111111;20,7874777777778;224,05504587156;0,604571428571429;0,383333333333333;1959,84632423246;0,355005288933658;"2";"2";31,3444444444444
"29";"Funtumia africana";0,855555555555556;0,0355555555555556;291,552222222222;18,9363666666667;154,849056603774;0,424;0,346666666666667;510,012234955181;0,424484493566214;"3";"2";53,8666666666667
"30";"Ficus exasperata";1,68888888888889;0,0633333333333333;300,706666666667;22,7194333333333;259,728571428571;0,344;0,478888888888889;365,546759084572;1,38571461659299;"3";"1";43,3777777777778
"31";"Scottellia klaineana";1,12222222222222;0,0388888888888889;464,12;8,969;365,09900990099;0,57575;0,56;468,746531717187;0,483816374739205;"3";"2";51,1222222222222
"32";"Entandrophragma cylindricum";9,95555555555556;0,0366666666666667;389,318888888889;11,9749777777778;430,732558139535;0,5715;0,573333333333333;404,458796307174;0,529510935460021;"2";"1";59,8555555555556
"33";"Celtis zenkeri";0,622222222222222;0,0322222222222222;294,771111111111;22,7407;304,537284894837;0,6085;0,497777777777778;790,157341460704;0,762342944089374;"3";"1";36,4777777777778
"34";"Milicia excelsa";4;0,0422222222222222;372,908888888889;13,5779333333333;404,659340659341;0,57444;0,462222222222222;382,105642539391;0,620450725235587;"3";"1";40,7888888888889
"35";"Morus mesozygia";2,22222222222222;0,0288888888888889;1400,35888888889;17,2915111111111;265,645161290323;0,723555555555556;0,472222222222222;428,241420938562;0,710633467854817;"3";"1";35,0333333333333
"36";"Alstonia boonei";6,64444444444444;0,0233333333333333;284,853333333333;16,8430555555556;390,287878787879;0,3214;0,545555555555556;388,118841893449;0,646361083682485;"3";"2";48,6888888888889
"37";"Corynanthe pachyceras";2,19166666666667;0,0366666666666667;452,35;13,9330083333333;228,741379310345;0,672333333333333;0,420833333333333;481,062684364548;0,389293389922695;"3";"2";55,0166666666667
"38";"Ficus mucuso";2,43333333333333;0,0511111111111111;289,267777777778;15,2861888888889;374,74358974359;0,409;0,772222222222222;469,369547579154;0,84070005485964;"3";"2";48,2333333333333
"39";"Bombax buonopozense";18,6222222222222;0,0255555555555556;286,011111111111;19,5136666666667;267,824175824176;0,324;0,648888888888889;477,384380893332;0,446602331929757;"3";"1";49,3111111111111
"40";"Spathodea campanulata";6,11111111111111;0,03;215,814444444444;25,1214888888889;167,256097560976;0,3505;1,04;244,735782844129;0,485801951136648;"3";"2";31,2111111111111
"41";"Guarea cedrata";5,95555555555556;0,0366666666666667;377,586666666667;13,7911;393,911764705882;0,607288888888889;0,647777777777778;420,593408282578;0,368862750956533;"3";"2";49,4
"42";"Stereospermum acuminatissimum";7,25555555555556;0,0211111111111111;306,103333333333;24,0740777777778;188,372093023256;0,65975;0,652222222222222;319,259420187713;0,591424695532216;"2";"1.5";48,1333333333333
"43";"Lasiodiscus mildbraedii";0,8;0,0244444444444444;460,414444444444;19,1786222222222;135,343575418994;0,784;0,376666666666667;700,694072813698;0,754257064713073;"3";"2";53,6666666666667
"44";"Baphia bancoensis";1,08888888888889;0,0177777777777778;426,387777777778;21,8793444444444;139,369731800766;0,772;0,371111111111111;540,424910480466;0,727082093593081;"1";"2";52,0666666666667
"45";"Diospyros canaliculata";1,21111111111111;0,0244444444444444;472,393333333333;11,3317777777778;155,005128205128;0,683275126262626;0,354444444444444;526,438940654842;0,492494093850817;"3";"2";70,5777777777778
"46";"Morelia senegalensis";2,6;0,0233333333333333;488,752222222222;11,6034111111111;154,265734265734;0,63736886786531;0,407777777777778;395,622708595491;1,0945537337342;"3";"2";64,6222222222222
